description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                In this anim feature based on the popular Japanese television series, Hitomi is a high school student who is trying to come to terms with a severe case of depression. When her spirits are at their lowest, Hitomi makes a psychic connection with Van, the young king of the nation of Gaia, located on another planet visible in the night sky of Earth. Gaia has been brought to the brink of war by the evil Black Dragon Clan, and, while the nearby nation of Abaharaki wishes to form an alliance with Gaia for their mutual protection, Van is a leader who prefers to act on his own. Hitomi finds herself transported to Gaia, where she becomes a valuable if unlikely ally to Van; as the Black Dragon Clan advances, Van discovers that Hitomi may hold the key to the magical dragon armor of Escaflowne, the weapon that would make Gaia invincible. Escaflowne (also advertised as Escaflowne the Movie: A Girl in Gaia) features Kelly Sheridan as the voice of Hitomi; the voice cast for the American release version also includes Kirby Morrow, Brian Drummond, and Paul Dobson.
            ","PG-13 (strong animated violence)
                    ",Kazuki Akane,NA,NA,Kazuki Sekine,Ryota Yamaguchi,Kazuki Akane,NA,"Jun 30, 2000
                        ","Jul 23, 2002
                        ","
                            98 minutes
                        ","

                            98 minutes
                        
","
                Trevor Devall
            ","
                Brian Dobson
            ","
                Michael Dobson
            ","
                Paul Dobson
            ","
                Brian Drummond
            ","
                Andrew Francis
            ",Escaflowne: The Movie,NA,No consensus yet.,"
                        
                        Animation, 
                        
                        Science Fiction & Fantasy
                        
                    ",43,14,69,11,132067,5.31,6.6,4,3.74,574,261,1257,https://www.rottentomatoes.com/m/escaflowne_the_movie
"
                Beastly is an edgy teen romance about learning how to see past false surfaces to discover true inner beauty. Kyle Kingson (Alex Pettyfer) has it all - looks, intelligence, wealth and opportunity - and a wicked cruel streak. Prone to mocking and humiliating ""aggressively unattractive"" classmates, he zeroes in on Goth classmate Kendra (Mary-Kate Olsen), inviting her to the school's extravagant environmental bash. Kendra accepts, and, true to form, Kyle blows her off in a particularly savage fashion. She retaliates by casting a spell that physically transforms him into everything he despises. Enraged by his horrible and unrecognizable appearance he confronts Kendra and learns that the only solution to the curse is to find someone that will love him as he is - a task he considers impossible. Repulsed by his appearance, Kyle's callous father (Peter Krause) banishes him to Brooklyn with a sympathetic housekeeper (LisaGay Hamilton) and blind tutor (Neil Patrick Harris). As Kyle ponders how to overcome the curse and get his old life back, he chances upon a drug addict in the act of killing a threatening dealer. Seizing the opportunity, Kyle promises the addict freedom and safety for his daughter Lindy (Vanessa Hudgens) if she will consent to live in Kyle's Brooklyn home. Thus begins Kyle's journey to discover true love in this hyper-modern retelling of the classic ""Beauty and the Beast"" story. Vanessa Hudgens (High School Musical) and Alex Pettyfer (Wild Child, Stormbreaker) star in Beastly for CBS Films, the film division within CBS Corporation (NYSE: CBS.A and CBS). Daniel Barnz (Phoebe In Wonderland) directed the project which completed principal photography in Montreal in August 2009. The film will be released in theaters in July 2010. Susan Cartsonis (No Reservations, What Women Want) is producing through her company, Storefront Pictures. Roz Weisberg is co-producing. In addition to his role as director, Barnz wrote the screenplay, which is based on the Alex Flinn novel of the same name. -- (C) Disney
            ","PG-13 (for language including crude comments, brief violence and some thematic material)
                    ",Daniel Barnz,NA,NA,Daniel Barnz,NA,NA,NA,"Mar 4, 2011
                        ","Jun 28, 2011
                        ","
                            86 minutes
                        ","
                        CBS Films
                    ","
                Alex Pettyfer
            ","
                Mary-Kate Olsen
            ","
                Neil Patrick Harris
            ","
                Erik Knudsen
            ","
                Eric Knudsen
            ","
                Dakota Johnson 
            ","
                                Beastly
                            ",2011,"Fundamentally misguided, poorly written, and badly acted, Beastly adds little to the legacy of its timeless source material.","
                        
                        Drama, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",20,94,48,58,141454,3.7,4.01,29,3.16,6389,7009,22938,https://www.rottentomatoes.com/m/beastly
"
                George Lucas draws the Star Wars film series to a close with this dark sci-fi adventure which sets the stage for the events of the first film and brings the saga full circle. After a fierce battle in which Obi-Wan (Ewan McGregor) and Anakin (Hayden Christensen) join Republic forces to help free Chancellor Palpatine (Ian McDiarmid) from the evil Count Dooku (Christopher Lee) and his minions, Anakin is drawn into Palpatine's confidence. Palpatine has designs on expanding his rule, and with this in mind he plants seeds of doubt in Anakin's mind about the strength and wisdom of the Jedis. Anakin is already in a quandary about how to reveal to others the news of his secret marriage to Padm Amidala (Natalie Portman) now that she is pregnant, and visions which foretell her death in childbirth weigh heavy on his mind. As Anakin finds himself used by both the Jedis and the Republic for their own purposes -- particularly after Mace Windu (Samuel L. Jackson) expresses his distrust of the young Jedi -- he turns more and more to the Force for help, but begins to succumb to the temptations of its dark side. Many of the Star Wars series regulars returned for Star Wars: Episode III -- Revenge of the Sith, including Frank Oz as the voice of Yoda, Anthony Daniels as C-3PO, Kenny Baker as R2-D2, and Peter Mayhew as Chewbacca. ~ Mark Deming, Rovi
            ","PG-13 (for sci-fi violence and some intense images)
                    ",George Lucas,NA,NA,George Lucas,NA,NA,NA,"May 19, 2005
                        ","Nov 1, 2005
                        ","
                            140 minutes
                        ","
                        20th Century Fox
                    ","
                Ewan McGregor
            ","
                Natalie Portman
            ","
                Hayden Christensen
            ","
                Ian McDiarmid
            ","
                Samuel L. Jackson
            ","
                Jimmy Smits
            ",Star Wars: Episode III - Revenge of the Sith,NA,"With Episode III: Revenge of the Sith, George Lucas brings his second Star Wars trilogy to a suitably thrilling and often poignant -- if still a bit uneven -- conclusion.","
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Science Fiction & Fantasy
                        
                    ",80,299,66,33,141620,7.28,6.75,59,3.13,99570,51865,2337728,https://www.rottentomatoes.com/m/star_wars_episode_iii_revenge_of_the_sith
"
                When alien vampires terrorize London, it's up to a determined police inspector and an astronaut to stop them. American and British space travelers discover humanoids while exploring near Halley's Comet. The astronauts bring three of these aliens aboard their spaceship and head back to earth. However, their guests turn out to be evil vampires who kill all but one of the astronauts -- Carlsen. After the ship arrives in London, the monsters -- led by a beautiful female -- escape and wreak havoc throughout the city, transforming humans into zombies. Meanwhile, the surviving astronaut and Caine, a determined police inspector, frantically try to track down the creatures, and destroy them. But the ""Space Girl"" has a strange hold over Carlsen, and he has trouble fighting the urge to join her.
            ","R
                    ",Tobe Hooper,NA,NA,Dan O'Bannon,Don Jakoby,NA,NA,"Jun 21, 1985
                        ","May 26, 1998
                        ","
                            100 minutes
                        ","
                        TriStar Pictures
                    ","
                Steve Railsback
            ","
                Peter Firth
            ","
                Frank Finlay
            ","
                Mathilda May
            ","
                Patrick Stewart
            ","
                Michael Gothard
            ","
                                Lifeforce
                            ",1985,"Brazenly strange and uneven in its execution, Lifeforce is an otherworldly sci-fi excursion punctuated with off-kilter horror flourishes.","
                        
                        Action & Adventure, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",60,25,45,9,134899,5.56,0,0,3.08,619,761,1118,https://www.rottentomatoes.com/m/lifeforce
"
                Director Joel Schumacher inherited the Batman franchise from Tim Burton and began steering it in the campier direction of the Sixties television show with this third installment. First-time Batman/Bruce Wayne (Val Kilmer), in his only outing as the Caped Crusader, is effectively brooding as he ponders strange dreams about his parents' death and escapes his own near-demise at the hands of Two-Face (Tommy Lee Jones), a former district attorney driven insane and turned into a master criminal when a gangster throws acid in his face. Meanwhile, as sexy psychologist Chase Meridian (Nicole Kidman) tries to analyze and seduce both Bruce Wayne and Batman, Wayne Enterprises employee Edward Nygma (Jim Carrey) reacts badly to getting fired, using his self-invented mind-energy device to transform into the super-intelligent Riddler. The Riddler teams up with Two-Face to bring down Batman and drain the minds of Gotham City residents with his device, while Batman gets some much-needed help in the form of circus performer Dick Grayson (Chris O'Donnell), out for vengeance after being orphaned by Two-Face. ~ Don Kaye, Rovi
            ","PG-13 (for strong stylized action)
                    ",Joel Schumacher,NA,NA,Janet Scott Batchler,Akiva Goldsman,Joel Schumacher,Bob Kane,"Jun 16, 1995
                        ","Aug 27, 1997
                        ","
                            82 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Val Kilmer
            ","
                Tommy Lee Jones
            ","
                Jim Carrey
            ","
                Nicole Kidman
            ","
                Chris O'Donnell
            ","
                Michael Gough
            ","
                                Batman Forever
                            ",1995,"Loud, excessively busy, and often boring, Batman Forever nonetheless has the charisma of Jim Carrey and Tommy Lee Jones to offer mild relief.","
                        
                        Action & Adventure, 
                        
                        Science Fiction & Fantasy
                        
                    ",39,67,32,608,135871,5.22,5.87,18,2.84,9892,20710,25537,https://www.rottentomatoes.com/m/batman_forever
"
                Visionary director Spike Jonze brings Maurice Sendak's beloved children's book to the big screen with the help of hipster icon Dave Eggers, who teamed with Jonze to pen the adapted screenplay. A mixture of real actors, computer animation, and live puppeteering, Where the Wild Things Are follows the adventures of a young boy named Max (Max Records) as he enters the world of the Wild Things, a race of strange and enormous creatures who gradually turn the young boy into their king. ~ Jason Buchanan, Rovi
            ","PG (for mild thematic elements, some adventure action and brief language)
                    ",Spike Jonze,NA,NA,Dave Eggers,Spike Jonze,NA,NA,"Oct 16, 2009
                        ","Mar 2, 2010
                        ","
                            101 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Max Records
            ","
                Catherine Keener
            ","
                Benicio Del Toro
            ","
                Mark Ruffalo
            ","
                Steve Mouzakis
            ","
                Pepita Emmerichs
            ","
                                Where the Wild Things Are
                            ",2009,"Some may find its dark tone and slender narrative off-putting, but Spike Jonze's heartfelt adaptation of the classic children's book is as beautiful as it is uncompromising.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",73,268,57,298,141623,6.95,6.31,58,3.32,19191,14673,142957,https://www.rottentomatoes.com/m/where_the_wild_things_are
"
                Captain William Stanaforth is on a one-way solo mission to take the first steps in colonizing Mars. Like all pioneers throughout history, Stanaforth will face insurmountable odds and life and death decisions as he rockets bravely through space. Read more at http://www.comingsoon.net/movie/approaching-the-unknown-2016#3ZjVKq750v8u5OPQ.99
            ","PG (for language.)
                    ",Mark Elijah Rosenberg,NA,NA,Mark Elijah Rosenberg,NA,NA,NA,"Jun 3, 2016
                        ","Oct 11, 2016
                        ","
                            90 minutes
                        ","
                        3311 Productions
                    ","
                Luke Wilson
            ","
                Mark Strong (II)
            ","
                Sanaa Lathan
            ",NA,NA,NA,Approaching the Unknown,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",43,21,14,1,132612,5.02,5.05,8,2.26,45,268,1015,https://www.rottentomatoes.com/m/approaching_the_unknown
"
                In this arch sci-fi sex comedy-cum-action extravaganza, a hard-nosed female mercenary helps a hapless yuppie find a new body for his robot girlfriend in the post-industrial wasteland of the American Southwest. In the year 2017, what little remains of civilization feeds off the scrap heap of 20th century waste, while even casual sex has become a matter of regulations and contracts. Like many other members of the L.A. white-collar elite, Sam Treatwell (David Andrews) takes refuge in a quasi-marriage with his beloved sex robot, Cherry (Pamela Gidley). After a soft-focus, bubbly sexcapade short circuits Cherry's body, Sam considers replacing her, but the shoddy production values of modern robots make it obvious that the vintage appliance is irreplaceable. To put it simply, the guy's in love. The wistful romantic therefore heads out to The Zone, a forbidding no man's land, where he hopes to find a new ""chassis"" in which to insert Cherry's unique personality chip. To do so, he needs the help of a ""tracker,"" and E. Johnson (Melanie Griffith) is just the woman for the job. The gun-toting, red-headed road warrior leads Sam through a dystopian desert landscape full of psychopaths and opportunists toward their final destination: an abandoned warehouse full of antique androids. Along the way, Sam learns what it's like to interact with a woman who has brains and a heart instead of a microchip. Filmed in 1986, Cherry 2000 didn't receive its limited theatrical release until 1988, the same year star Griffith received an Oscar nomination for her role in Working Girl. Griffith and director Steven de Jarnatt previously worked together on the pilot for the 1980s revival of Alfred Hitchcock Presents. Ben Johnson, veteran of many a Hollywood Western, appears as E. Johnson's mentor, Six Finger Jake.
            ","PG-13 (adult situations/language, violence)
                    ",Steve De Jarnatt,NA,NA,Michael Almereyda,Lloyd Fonvielle,NA,NA,"Feb 5, 1988
                        ","Mar 29, 2005
                        ","
                            94 minutes
                        ","
                        MGM
                    ","
                Melanie Griffith
            ","
                David Andrews
            ","
                Tim Thomerson
            ","
                Brion James
            ","
                Harry Carey Jr.
            ","
                Pamela Gidley
            ","
                                Cherry 2000
                            ",1988,"While Cherry 2000 has a certain low-budget appeal, all but the most ardent genre enthusiasts are likely to find its silly story and uneven performances unintentionally amusing.","
                        
                        Action & Adventure, 
                        
                        Science Fiction & Fantasy
                        
                    ",40,20,41,7,133485,4.41,0,2,3.01,198,289,423,https://www.rottentomatoes.com/m/cherry_2000
"
                David Fincher's The Curious Case of Benjamin Button, an adaptation of F. Scott Fitzgerald's story, re-teams the director with Brad Pitt, who takes on the title role. What makes Button such a curious case is that when he is born in New Orleans just after World War I, he is already in his eighties, and proceeds to live his life aging in reverse. This sweeping film follows the character's unusual life into the 21st century as he experiences joy and sadness, loves lost and found, and the meaning of timelessness. Cate Blanchett co-stars along with Tilda Swinton, Elias Koteas, and Julia Ormond. ~ Perry Seibert, Rovi
            ","PG-13 (for brief war violence, sexual content and smoking)
                    ",David Fincher,NA,NA,Eric Roth,Robin Swicord,NA,NA,"Dec 25, 2008
                        ","May 5, 2009
                        ","
                            166 minutes
                        ","
                        Paramount
                    ","
                Brad Pitt
            ","
                Cate Blanchett
            ","
                Jason Flemyng
            ","
                Julia Ormond
            ","
                Taraji P. Henson
            ","
                Tilda Swinton
            ",The Curious Case of Benjamin Button,NA,Curious Case of Benjamin Button is an epic fantasy tale with rich storytelling backed by fantastic performances.,"
                        
                        Drama, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",71,250,80,690,141572,7.11,6.72,54,3.93,67182,16839,304741,https://www.rottentomatoes.com/m/curious_case_of_benjamin_button
"
                A mentally handicapped gardener (Jeff Fahey) allows a scientist (Pierce Brosnan) to experiment on him. Marnie: Jenny Wright. Timms: Mark Bringleson. Directed and coauthored by Brett Leonard. Contains footage cut from the theatrical release.
            ","R (adult situations/language, sex)
                    ",Brett Leonard,NA,NA,Brett Leonard,Gimel Everett,NA,NA,"Mar 6, 1992
                        ","Sep 30, 1997
                        ","
                            108 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Jeff Fahey
            ","
                Pierce Brosnan
            ","
                Jenny Wright
            ","
                Mark Bringleson
            ","
                Geoffrey Lewis
            ","
                Jeremy Slate
            ","
                                The Lawnmower Man
                            ",1992,"The Lawnmower Man suffers from a predictable, melodramatic script, and its once-groundbreaking visual effects look dated today.","
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",34,41,31,47,134500,4.68,4.5,6,2.75,586,1319,3760,https://www.rottentomatoes.com/m/lawnmower_man
"
                Producer/animator/special-effect maven George Pal made his feature-film directorial bow with the colorful MGM musical fantasy Tom Thumb (the title of the film was spelled in lower case in the opening credits, and in all studio publicity material). Russ Tamblyn stars as the teeny-tiny titular protagonist, while veteran musicomedy favorite Jessie Mathews and stellar character actor Bernard Miles portray Tom's normal-sized parents. Journeying to the Village, Tom is pounced upon by villains Ivan (Terry-Thomas) and Tony (a corpulent Peter Sellers), who intend to exploit our 5 1/2-inch-tall hero. In-between his misadventures with the villains, Tom helps to expedite the romance between young forester Woody (Alan Young) and the magical Forest Queen (June Thorburn). Throughout, the special effects and oversized sets are first-rate, as are the ""puppetoons"" sequences featuring such delightful characters as The Yawning Man (voice by Stan Freberg). Written by several hands, the film's songs are hummable, if not particularly memorable. It is said that some children in the audience in 1958 were genuinely frightened by the more horrific aspects of the story (including the threatened execution of Tom's parents); it may be, however, that the adults were more scared than the kids. Incidentally, while most of Tom Thumb was filmed in MGM's London facilities, the special effects were produced in Hollywood, requiring Russ Tamblyn to do a lot of travelling.
            ","G
                    ",George Pal,NA,NA,Ladislas Fodor,NA,NA,NA,"Dec 22, 1958
                        ","Oct 3, 2000
                        ","
                            98 minutes
                        ","
                        MGM Home Entertainment
                    ","
                Russ Tamblyn
            ","
                Terry-Thomas
            ","
                Peter Sellers
            ","
                Alan Young
            ","
                Jessie Matthews
            ","
                June Thorburn
            ","
                                Tom Thumb
                            ",1958,No consensus yet.,"
                        
                        Classics, 
                        
                        Kids & Family, 
                        
                        Musical & Performing Arts, 
                        
                        Science Fiction & Fantasy
                        
                    ",100,6,62,3,133054,7.6,0,0,3.66,90,55,371,https://www.rottentomatoes.com/m/tom_thumb
"
                A year after the mysterious disappearance of an 8 year-old girl, we meet her grieving family as they return home from her memorial service in their small town. Later that evening, strange lights appear in the nearby forest and the family is exposed to an inexplicably strange phenomenon that rattles them to the core. The origin of the lights appear to be visitors from another world that seemingly terrorize the family. What they don't realize is that these 'beings' will lead the family to the truth behind the little girl's disturbing disappearance.
            ","NR
                    ",Carl Strathie,NA,NA,Carl Strathie,NA,NA,NA,"Jan 7, 2020
                        ","
                            98 minutes
                        ",NA,"
                        4Digital Media
                    ","
                Laura Fraser
            ","
                Mel Raido
            ","
                Alice Lowe
            ","
                Sid Phoenix
            ","
                Grant Masters
            ","
                Vincent Regan
            ","
                                Dark Encounter (Transience)
                            ",2019,No consensus yet.,"
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",NA,NA,NA,NA,138932,6,0,0,",""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":0,""ratingsStartDate"":""""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":false,""isReleased"":false,""releaseDate"":"""",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":6,""topCritics"":""0"",""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":6,""freshCount"":4,""numberOfReviews"":6,""rottenCount"":2,""score"":67,""tomatometerState"":""fresh"",""certif",""":{},""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":0,""ratingsStartDate"":""""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":false,""isReleased"":false,""releaseDate"":"""",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":6,""topCritics"":""0"",""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":6,""freshCount"":4,""numberOfReviews"":6,""rottenCount"":2,""score"":67,""tomatometerState"":""fresh"",""certifi",,0,https://www.rottentomatoes.com/m/dark_encounter
"
                First published in 1932, Philip Wylie and Edwin Balmer's speculative novel When Worlds Collide was immediately purchased by Paramount as a possible project for director Cecil B. DeMille. But because none of Paramount's scriptwriters were able to come up with an adequate screen treatment, the property lay on the shelf until 1950, when producer George Pal was casting about for a follow-up to his successful sci-fier Destination Moon. Though the film was top-heavy with special effects, Pal was able to bring When Worlds Collide in for under a million dollars, thanks to an inexpensive cast and a heavy reliance upon stock footage. The story is set in motion when Dr. Cole Henderson (Larry Keating) announces that a extraterrestrial planet is on a collision course with the Earth. No one believes Henderson's story, save for crippled financier Stanton (John Hoyt), who finances the construction of a gigantic spaceship, built for the purpose of transporting selected survivors from the doomed Earth to another Earthlike planet. As it becomes obvious that Henderson's predictions will come true, a worldwide lottery is held to select those people who will be rescued from oblivion by Stanton's spaceship. In the climactic scenes, the worlds do indeed collide, with appropriately spectacular results. But will the spaceship, overloaded with humanity, be able to take off and seek out a Brave New World? Amidst the thrills, a romantic triangle emerges, involving Richard Derr, Barbara Rush and Peter Hanson. ~ Hal Erickson, Rovi
            ","G
                    ",Rudolph Mat,NA,NA,Sydney Boehm,NA,NA,NA,"Aug 1, 1951
                        ","Sep 25, 2001
                        ","
                            81 minutes
                        ","
                        Paramount Pictures
                    ","
                Richard Derr
            ","
                Barbara Rush
            ","
                John Hoyt
            ","
                Larry Keating
            ","
                Peter Hanson
            ","
                Judith Ames
            ","
                                When Worlds Collide
                            ",1951,No consensus yet.,"
                        
                        Classics, 
                        
                        Science Fiction & Fantasy
                        
                    ",78,23,64,3,133496,5.95,5.38,5,3.5,256,147,373,https://www.rottentomatoes.com/m/when_worlds_collide
"
                After losing their son several years ago to an accident, Mark and Elizabeth separated - Elizabeth, still hurting, started a new family, but Mark can't bear the sight of children. The once-happy couple is suddenly brought back together after being visited by the specter of their beloved child.
            ","PG-13
                    ",Karen Moncrieff,NA,NA,Rebecca Sonnenshine,NA,NA,NA,"Aug 7, 2018
                        ","
                            91 minutes
                        ",NA,"
                        Blumhouse Productions
                    ","
                Lee Pace
            ","
                Carrie Coon
            ","
                Amy Smart
            ","
                Ray Baker
            ","
                Molly Hagan
            ","
                Anna Diop
            ",The Keeping Hours,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",80,5,70,112,132071,8.75,0,1,3.89,49,21,86,https://www.rottentomatoes.com/m/the_keeping_hours
"
                Stepford has a secret: all of the wives are way too perfect, and all of the husbands are way too happy. ""The Stepford Wives,"" a comic re-imagining of the 1975 suspense classic, follows the tale that unfolds when a young couple moves from Manhattan to the upper-class suburb of Connecticut. Once there, they soon discover that the Stepford men are replacing their wives with compliant robots.
            ","PG-13 (for sexual content, thematic material and language)
                    ",Frank Oz,NA,NA,Paul Rudnick,NA,NA,NA,"Jun 11, 2004
                        ","Nov 9, 2004
                        ","
                            93 minutes
                        ","
                        Paramount Pictures
                    ","
                Nicole Kidman
            ","
                Matthew Broderick
            ","
                Bette Midler
            ","
                Glenn Close
            ","
                Christopher Walken
            ","
                Roger Bart
            ",The Stepford Wives,NA,"In exchanging the chilling satire of the original into mindless camp, this remake has itself become Stepford-ized.","
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",26,173,30,210,141492,4.65,4.71,39,2.7,2251,5329,21483,https://www.rottentomatoes.com/m/stepford_wives
"
                The son of a Viking chief must capture a dragon in order to mark his passage into manhood and prove his worthiness to the tribe in directors Chris Sanders and Dean DeBlois' adaptation of Cressida Cowell's popular children's book. Gerard Butler, America Ferrera, Jonah Hill, Jay Baruchel, and Christopher Mintz-Plasse provide voices for the DreamWorks Animation production. ~ Jason Buchanan, Rovi
            ","PG (for sequences of intense action and some scary images, and brief mild language)
                    ",Dean DeBlois,Chris Sanders,NA,Chris Sanders,Dean DeBlois,William Davies,NA,"Mar 26, 2010
                        ","Oct 15, 2010
                        ","
                            98 minutes
                        ","
                        Paramount/DWA
                    ","
                Jay Baruchel
            ","
                Gerard Butler
            ","
                Craig Ferguson
            ","
                America Ferrera
            ","
                Jonah Hill
            ","
                Christopher Mintz-Plasse
            ",How to Train Your Dragon,NA,"Boasting dazzling animation, a script with surprising dramatic depth, and thrilling 3-D sequences, How to Train Your Dragon soars.","
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",99,209,91,312,141531,7.88,7.54,48,4.31,78636,7500,99392,https://www.rottentomatoes.com/m/how_to_train_your_dragon
"
                God and man and math: The tawdry meets the Talmudic in this complex thriller about a tortured computer genius trying to beat the stock market.
            ","R (For language.)
                    ",Darren Aronofsky,NA,NA,Darren Aronofsky,NA,NA,NA,"Jul 10, 1998
                        ","Jan 12, 1999
                        ","
                            85 minutes
                        ","
                        Artisan
                    ","
                Sean Gullette
            ","
                Mark Margolis
            ","
                Ben Shenkman
            ","
                Pamela Hart
            ","
                Stephen Pearlman
            ","
                Samia Shoaib
            ",Pi,NA,"Dramatically gripping and frighteningly smart, this Lynchian thriller does wonders with its unlikely subject and shoestring budget.","
                        
                        Action & Adventure, 
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy, 
                        
                        Special Interest
                        
                    ",88,58,85,108,132130,7.33,6.98,14,4.03,22378,3982,22914,https://www.rottentomatoes.com/m/pi
"
                ""If you build it, he will come."" That's the ethereal message that inspires Iowa farmer Ray Kinsella (Kevin Costner) to construct a baseball diamond in the middle of his cornfield. At first, ""he"" seems to be the ghost of disgraced ballplayer Shoeless Joe Jackson (Ray Liotta), who materializes on the ballfield and plays a few games with the awestruck Ray. But as the weeks go by, Ray receives several other messages from a disembodied voice, one of which is ""Ease his pain."" He realizes that his ballfield has been divinely ordained to give a second chance to people who have sacrificed certain valuable aspects of their lives. One of these folks is Salingeresque writer Terence Mann (James Earl Jones), whom Ray kidnaps and takes to a ball game and then to his farm. Another is Doc Graham (Burt Lancaster), a beloved general practitioner who gave up a burgeoning baseball career in favor of medicine. The final ""second-chancer"" turns out to be much closer to Ray. That ""magical"" field in Dyersville, Iowa still draws thousands of baseball-happy tourists each year. ~Rovi
            ","PG
                    ",Phil Alden Robinson,NA,NA,Phil Alden Robinson,NA,NA,NA,"Apr 21, 1989
                        ","Jun 1, 2004
                        ","
                            106 minutes
                        ","
                        Universal Pictures
                    ","
                Kevin Costner
            ","
                Amy Madigan
            ","
                Ray Liotta
            ","
                James Earl Jones
            ","
                Burt Lancaster
            ","
                Timothy Busfield
            ","
                                Field of Dreams
                            ",1989,"Field of Dreams is sentimental, but in the best way; it's a mix of fairy tale, baseball, and family togetherness.","
                        
                        Drama, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy, 
                        
                        Sports & Fitness
                        
                    ",86,58,86,192,141496,7.9,6,13,4.18,13618,2194,12255,https://www.rottentomatoes.com/m/field_of_dreams
"
                When the experiments of a young doctor are discovered to involve human bodies, the man is thrown into a mental institution which happens to be managed by Dr. Frankenstein. Delighted to discover their similar interests, the two men animate a creature who turns out to have an unhealthy dietary preference. This is the final film in the Hammer Frankenstein series,
            ","R
                    ",Terence Fisher,NA,NA,Anthony Hinds,John Elder,NA,NA,"Jan 1, 2003
                        ","Sep 9, 1992
                        ","
                            93 minutes
                        ","
                        Paramount Pictures
                    ","
                Peter Cushing
            ","
                Shane Briant
            ","
                Madeline Smith
            ","
                Madeline Smith
            ","
                Dave Prowse
            ","
                David Prowse
            ","
                                Frankenstein and the Monster from Hell
                            ",2003,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Classics, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",50,6,48,2,132747,4.51,0,0,3.27,81,88,301,https://www.rottentomatoes.com/m/frankenstein_and_the_monster_from_hell
