description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Darrell Rooney directed this direct-to-video sequel to Disney's 1994 The Lion King, which climaxed with Simba (voice of Matthew Broderick) enthroned as the ruling king of beasts following the death of the evil Scar. With the spirited tune He Lives in You, Simba and his mate Nala (Moira Kelly) issue a triumphant announcement of the birth of Lion Princess Kiara (Neve Campbell)! Given to misadventures and mischief, Kiara wanders into the forbidden Outlands, the haunt of Scar's exiled minions, and there she encounters another mischievous cub, Kovu (Jason Marsden), son of lioness Zira (Suzanne Pleshette), once a close friend of the late Scar and now the leader of the exiles. Zira plots against Kiara, drawing her son into her scheme. Kovu has divided loyalties as his love for Kiara deepens. Several original characters (and original voices) from the 1994 film return.
            ","G
                    ",Rob LaDuca,Darrell Rooney,NA,Flip Kobler,Cindy Marcus,NA,NA,"Oct 27, 1998
                        ","Oct 27, 1998
                        ","
                            75 minutes
                        ","
                        Walt Disney Television Animation
                    ","
                Andy Dick
            ","
                Matthew Broderick
            ","
                James Earl Jones
            ","
                Moira Kelly
            ","
                Robert Guillaume
            ","
                Nathan Lane
            ","
                                The Lion King II: Simba's Pride
                            ",1998,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Kids & Family, 
                        
                        Musical & Performing Arts
                        
                    ",62,13,60,438,135494,5.97,5,4,3.55,8055,5266,30778,https://www.rottentomatoes.com/m/the_lion_king_ii_simbas_pride
"
                Walt Disney Animation Studios' magical classic Beauty and the Beast returns to the big screen in Disney Digital 3D(TM), introducing a whole new generation to the Disney classic with stunning new 3D imagery. The film captures the fantastic journey of Belle (voice of Paige O'Hara), a bright and beautiful young woman who's taken prisoner by a hideous beast (voice of Robby Benson) in his castle. Despite her precarious situation, Belle befriends the castle's enchanted staff-a teapot, a candelabra and a mantel clock, among others-and ultimately learns to see beneath the Beast's exterior to discover the heart and soul of a prince. -- (C) Disney
            ","G
                    ",Gary Trousdale,NA,NA,NA,NA,NA,NA,"Nov 22, 1991
                        ","Oct 8, 2002
                        ","
                            85 minutes
                        ","
                        Buena Vista
                    ","
                Paige O'Hara
            ","
                Robby Benson
            ","
                Jerry Orbach
            ","
                Angela Lansbury
            ","
                David Ogden Stiers
            ","
                Jesse Corti
            ",Beauty and the Beast,NA,"Enchanting, sweepingly romantic, and featuring plenty of wonderful musical numbers, Beauty and the Beast is one of Disney's most elegant animated offerings.","
                        
                        Animation, 
                        
                        Drama, 
                        
                        Kids & Family, 
                        
                        Musical & Performing Arts, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",94,116,92,759,140079,8.51,7.97,32,4.43,56079,5123,36296,https://www.rottentomatoes.com/m/beauty_and_the_beast_1991
"
                The Four Horseman is a independent cinematic feature documentary which lifts the lid on how the global economy really works. Living in the age of consequence unfettered growth and profit seeking have pushed humanity to the brink. Today's Four Horsemen - socially organised violence, debt, iniquity and poverty control all of our lives. They're gathering momentum, decimating communities and compromising future generations if they are not arrested the planet will gallop to a logical conclusion. -- (C) Official Site
            ","NR
                    ",Ross Ashcroft,NA,NA,Dominic Frisby,Ross Ashcroft,NA,NA,"Apr 14, 2012
                        ","May 27, 2014
                        ","
                            97 minutes
                        ","

                            97 minutes
                        
","
                Dominic Frisby
            ",NA,NA,NA,NA,NA,Four Horsemen,NA,No consensus yet.,"
                        
                        Animation, 
                        
                        Documentary, 
                        
                        Special Interest
                        
                    ",71,7,78,169,133364,5.67,6,4,3.91,83,23,51,https://www.rottentomatoes.com/m/four_horsemen_2012
"
                The Swan Princess is an animated, musical adaption of the fairy tale, ""Swan Lake."" An aging king (Dakin Matthews) and a widowed queen (Sandy Duncan) arrange a marriage between his only daughter and her only son, despite the two children's initial dislike of one another. Eventually they fall in love, but the evil sorcerer Rothbart (Jack Palance), desiring the throne for himself, enchants the princess Odette (Michelle Nicastro). She is a swan by day, and becomes a woman only when the moon rises. Prince Derek (Howard McGillin) refuses to accept another bride and continues to search for his lost love. When he finds her, Derek must fight the sorcerer to free her from the spell. Winner of the Film Advisory Board Award of Excellence and the Parent's Choice Award, this adventure exhibits high quality animation and a blend of romantic and humorous musical numbers. The animal characters are fun without being too cute, including Jean-Bob the frog who thinks he is a prince, given voice by John Cleese. The subtle layering of spiritual symbolism makes this film intelligent enough for adults to enjoy as well as children. ~ Lucinda Ramsey, Rovi
            ","G
                    ",Richard Rich,NA,NA,NA,NA,NA,NA,"Jun 1, 1994
                        ","Mar 30, 2004
                        ","
                            90 minutes
                        ","
                        New Line Cinema
                    ","
                Jack Palance
            ","
                Howard McGillin
            ","
                Michelle Nicastro
            ","
                Liz Callaway
            ","
                John Cleese
            ","
                Steven Wright
            ","
                                The Swan Princess
                            ",1994,No consensus yet.,"
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",50,12,66,53,136694,5.46,7.25,3,3.72,1852,943,1635,https://www.rottentomatoes.com/m/swan_princess
"
                The film finds Pat, everyone's favorite postman, center stage as a contestant in a national TV talent show competition. Will success and fame tear him away from his hometown of Greendale and the friends he loves? Can Pat return to town in time to foil a sinister plot to replace him with legions of Patbot 3000 robots destined to take over the world? Only Postman Pat can save the day. (c) Shout Factory
            ","NR
                    ",Mike Disa,NA,NA,Kim Fuller,Annika Bluhm,NA,NA,"Jun 27, 2014
                        ","Sep 23, 2014
                        ","
                            117 minutes
                        ","
                        Shout! Factory
                    ","
                Stephen Mangan
            ","
                Ronan Keating
            ","
                Jim Broadbent
            ","
                Jane Carr
            ","
                Robin Atkin Downes
            ","
                Susan Duerden
            ","
                                Postman Pat: The Movie
                            ",2014,No consensus yet.,"
                        
                        Animation, 
                        
                        Comedy
                        
                    ",43,28,48,1,140037,4.67,3.83,8,3.25,130,144,857,https://www.rottentomatoes.com/m/postman_pat_the_movie
"
                In a land where cartoon characters and flesh-and-blood people work side by side, one little black duck lands in a big pot of trouble in this comedy, which brings the beloved Looney Tunes characters into the real world. Daffy Duck (voice of Joe Alaskey) has grown tired of his status as Warner Bros.' leading avian second fiddle and demands that if he can't be given equal billing with his rival Bugs Bunny (also voiced by Alaskey), he wants to be released from his contract. Kate Houghton (Jenna Elfman), Warners' vice president in charge of comedy, is way ahead of Daffy and orders studio stuntman D.J. Drake (Brendan Fraser) to kick the duck off the studio lot. D.J. soon discovers getting rid of Daffy is no easy task, and the duck is in tow when Drake makes a startling discovery -- his father Damien Drake (Timothy Dalton), a movie star best know for playing ultra-suave secret agents, really is a secret agent, and he's been kidnapped by Mr. Chairman (Steve Martin), the evil leader of the monolithic Acme Corporation. Damien knows the secret hiding place of the priceless Blue Monkey Diamond and Mr. Chairman will stop at nothing to get it, so D.J. and Daffy set out to rescue Damien and save the diamond, one step behind Acme's musclemen and one step ahead of Kate and Bugs, who now realize how important Daffy is to the Looney Tunes franchise. Looney Tunes: Back in Action also stars Heather Locklear as a lounge singer working for Yosemite Sam (voice of Steve Babiar), Joan Cusack, John Cleese, Stan Freberg, and Roger Corman. ~ Mark Deming, Rovi
            ","PG (for some mild language and innuendo)
                    ",Joe Dante,NA,NA,Larry Doyle,NA,NA,NA,"Nov 14, 2003
                        ","Mar 2, 2004
                        ","
                            90 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Daffy Duck
            ","
                Brendan Fraser
            ","
                Jenna Elfman
            ","
                Steve Martin
            ","
                Timothy Dalton
            ","
                Joe Alaskey
            ","
                                Looney Tunes: Back in Action
                            ",2003,"The plot is a nonsensical, hyperactive jumble and the gags are relatively uninspired compared to the classic Looney Tunes cartoons.","
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",56,138,50,63,142334,6.01,5.84,34,3.32,3633,3666,4950,https://www.rottentomatoes.com/m/looney_tunes_back_in_action
"
                A koala impresario stages a grand singing competition for the world's animals in order to save his elegant theater in this quirky animated musical.
            ","PG (for some rude humor and mild peril)
                    ",Garth Jennings,Christophe Lourdelet,NA,Garth Jennings,NA,NA,NA,"Dec 21, 2016
                        ","Mar 21, 2017
                        ","
                            108 minutes
                        ","
                        Illumination Entertainment
                    ","
                Matthew McConaughey
            ","
                Reese Witherspoon
            ","
                Seth MacFarlane
            ","
                Scarlett Johansson
            ","
                John C. Reilly
            ","
                Taron Egerton
            ",Sing,NA,"Sing delivers colorfully animated, cheerfully undemanding entertainment with a solid voice cast and a warm-hearted -- albeit familiar -- storyline that lives up to its title.","
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Musical & Performing Arts
                        
                    ",72,182,72,39,142580,6.5,6.24,35,3.77,11584,4409,21442,https://www.rottentomatoes.com/m/sing_2016
"
                E.B. White's classic children's story comes to the screen in this live-action adaptation with an all-star voice cast. Fern Arable (Dakota Fanning) is a young girl growing up on her family's farm. When a sow gives birth to some piglets, Fern's father (Kevin Anderson) intends to do away with the runt of litter, but Fern has become attached to the little pig and persuades her father to let him live. The pig, named Wilbur (voice of Dominic Scott Kay), becomes Fern's pet, but when he grows larger, he's put in the care of Homer Zuckerman (Gary Basaraba), a farmer down the road. Fern is still able to visit Wilbur regularly, and it soon occurs to both of them that pigs tend to have a limited life expectancy on a farm, and that unless something unusual happens, Wilbur will eventually becomes someone's dinner. Charlotte, a friendly spider, hatches a plan to make Wilbur seem special enough to save by weaving messages about the ""terrific"" pig into her web, and she soon persuades her barnyard friends to join in her plan. Charlotte is voiced by Julia Roberts, while the other actors who provide the voices of the animals on Zuckerman's farm include Robert Redford, John Cleese, Oprah Winfrey, Steve Buscemi, Kathy Bates, Cedric the Entertainer. Thomas Haden Church, and Andr Benjamin. ~ Mark Deming, Rovi
            ","G
                    ",Gary Winick,NA,NA,Susannah Grant,Karey Kirkpatrick,NA,NA,"Dec 15, 2006
                        ","Apr 3, 2007
                        ","
                            97 minutes
                        ","
                        Paramount Pictures
                    ","
                Julia Roberts
            ","
                Steve Buscemi
            ","
                John Cleese
            ","
                Oprah Winfrey
            ","
                Cedric the Entertainer
            ","
                Kathy Bates
            ",Charlotte's Web,NA,"Kids will be entertained by the straightforward plot and cute animals, and adults will be charmed by how quiet and humble the production is, a fine translation of E.B. White's genteel prose.","
                        
                        Animation, 
                        
                        Drama, 
                        
                        Kids & Family
                        
                    ",78,147,62,379,142266,6.97,6.71,46,3.55,6064,3654,86314,https://www.rottentomatoes.com/m/charlottes_web
"
                Something nefarious is afloat in the depths of Bikini Bottom: King Neptune's crown has been stolen, and the prime suspect is Mr. Krabs, SpongeBob's boss at Mr. Krabs' Krabby Patties. Despite the overwhelming evidence against Mr. Krabs -- not to mention having been turned down for a long-awaited promotion at the restaurant -- SpongeBob (voice of Tom Kenny) refuses to believe that his boss is responsible and teams up with his best friend, Patrick (voice of Bill Fagerbakke), on a mission to Shell City, where he hopes he can exonerate Mr. Krabs and return the crown to its rightful owner. Of course, this is no easy task; once outside the safety of Bikini Bottom, SpongeBob is faced with the overwhelming dangers of the sea, not the least of which being a cyclops that many believe to be responsible for the deaths of countless other unfortunate sea-creatures who ventured outside county lines. Among those who lent their vocal chords to the film include Scarlett Johansson, Jeffrey Tambor, and Alec Baldwin. ~ Tracie Cooper, Rovi
            ","PG (for some mild crude humor)
                    ",Stephen Hillenburg,NA,NA,Derek Drymon,Tim Hill,Stephen Hillenburg,Kent Osborne,"Nov 19, 2004
                        ","Mar 1, 2005
                        ","
                            90 minutes
                        ","
                        Paramount Pictures
                    ","
                Mr. Lawrence
            ","
                Carolyn Lawrence
            ","
                Rodger Bumpass
            ","
                Spongebob Squarepants
            ","
                Jill Talley
            ","
                Bill Fagerbakke
            ",The SpongeBob SquarePants Movie,NA,Surreally goofy and entertaining for both children and their parents.,"
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family, 
                        
                        Special Interest
                        
                    ",68,129,78,245,134939,6.18,6.01,40,3.95,9774,2825,24345,https://www.rottentomatoes.com/m/the_spongebob_squarepants_movie
"
                Looking for any way to get away from the life and town he was born into, Tripp (Lucas Till), a high school senior, builds a Monster Truck from bits and pieces of scrapped cars. After an accident at a nearby oil-drilling site displaces a strange and subterranean creature with a taste and a talent for speed, Tripp may have just found the key to getting out of town and a most unlikely friend. Melding cutting edge visual effects and state-of-the-art CGI, Monster Trucks is an action filled adventure for the whole family that will keep you on the edge of your seat and ultimately touch your heart.
            ","PG (for action, peril, brief scary images, and some rude humor)
                    ",Chris Wedge,NA,NA,Chris Wedge,Derek Connolly,NA,NA,"Jan 13, 2017
                        ","Apr 11, 2017
                        ","
                            122 minutes
                        ","
                        Paramount Pictures
                    ","
                Lucas Till
            ","
                Jane Levy
            ","
                Thomas Lennon
            ","
                Barry Pepper
            ","
                Rob Lowe
            ","
                Danny Glover
            ",Monster Trucks,NA,"Despite flashes of inspiration, the singularly high-concept Monster Trucks shows that it takes more than monsters and trucks to create a compelling feature film.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",32,94,51,8,142712,4.48,4.12,25,3.29,1164,1138,4162,https://www.rottentomatoes.com/m/monster_trucks_2017
"
                Charlie Brown, Snoopy, Lucy, Linus and the rest of the beloved ""Peanuts"" gang make their big-screen debut, like they've never been seen before, in state of the art 3D animation. Charlie Brown, the world's most beloved underdog, embarks upon an epic and heroic quest, while his best pal, the lovable beagle Snoopy, takes to the skies to pursue his arch-nemesis, the Red Baron. From the imagination of Charles M. Schulz and the creators of the ICE AGE films, THE PEANUTS MOVIE will prove that every underdog has his day. (C) Fox
            ","G
                    ",Steve Martino,NA,NA,Bryan Schulz,Craig Schulz,Charles M. Schulz,Cornelius Uliano,"Nov 6, 2015
                        ","Mar 8, 2016
                        ","
                            92 minutes
                        ","
                        20th Century Fox
                    ","
                Noah Schnapp
            ","
                Hadley Belle Miller
            ","
                Alexander Garfin
            ","
                Mariel Sheets
            ","
                Bill Melendez
            ","
                Anastasia Bredikhina
            ",The Peanuts Movie,NA,The Peanuts Movie offers a colorful gateway into the world of its classic characters and a sweetly nostalgic -- if relatively unambitious -- treat for the adults who grew up with them.,"
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",87,195,76,67,142446,7.06,6.35,45,3.85,10777,3465,49916,https://www.rottentomatoes.com/m/the_peanuts_movie
"
                In this animated feature, young Pokemon trainer Ash Ketchum and his loyal friends journey to the beautiful mountain town of Greenfield, where they will encounter the Unown, the most mysterious of all Pokemon. It is the Unown that create a challenge for Ash far greater than any Pokemon battle he has ever experienced before. With help from Pikachu and all his faithful Pokemon, plus friends Brock and Misty and even a little unexpected assistance from Team Rocket, Ash must rescue the young orphan Molly from the mystical forces that threaten to transform her life into a dreamworld prison. At the same time, Ash must also struggle to bring his own mother back from the realm of the Unown before she is lost forever and he becomes an orphan himself.
            ","G
                    ",Michael Haigney,Kunihiko Yuyama,NA,Norman J. Grossfeld,Michael Haigney,Hideki Sonoda,John Touhey,"Apr 6, 2001
                        ","Aug 21, 2001
                        ","
                            73 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Veronica Taylor
            ","
                Eric Stuart
            ","
                Rachael Lillis
            ","
                Addie Blaustein
            ","
                Ikue Otani
            ","
                Stan Hart
            ",Pokmon 3: The Movie,NA,"Critics say that the third Pokemon movie has a better plot than its two predecessors. This is not enough, however, to recommend it to those not already fans of the franchise.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy, 
                        
                        Television
                        
                    ",21,57,53,23,138183,4.01,4.05,18,3.38,962,840,1209,https://www.rottentomatoes.com/m/pokemon_3_the_movie
"
                Fifteen-year-old Jim Hawkins stumbles upon a map to the greatest pirate trove in the universe. The tale follows Jim's fantastic journey across a parallel universe as cabin boy aboard a glittering space galleon. Befriended by the ship's charismatic cyborg (part man, part machine) cook John Silver, Jim blossoms under his guidance, and shows the makings of a fine spacer as he and the alien crew battle supernovas, black holes and ferocious space storms. But even greater dangers lie ahead when Jim discovers that his trusted friend Sliver is actually a scheming pirate with mutiny in mind. Confronted with a betrayal that cuts deep into his soul, Jim is transformed from boy to man as he finds the strength to face down the mutineers and discovers a ""treasure"" greater than he had ever imagined.
            ","PG (for adventure action and peril)
                    ",Ron Clements,John Musker,NA,Sam Levine,Alex Mann,Ron Clements,John Musker,"Nov 27, 2002
                        ","Apr 29, 2003
                        ","
                            95 minutes
                        ","
                        Buena Vista Distribution Compa
                    ","
                Joseph Gordon-Levitt
            ","
                Brian Murray
            ","
                Emma Thompson
            ","
                David Hyde Pierce
            ","
                Martin Short
            ","
                Patrick McGoohan
            ","
                                Treasure Planet
                            ",2002,"Though its characterizations are weaker than usual, Treasure Planet offers a fast-paced, beautifully rendered vision of outer space.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",69,150,71,68,142445,6.51,6.31,37,3.76,5066,2028,5679,https://www.rottentomatoes.com/m/treasure_planet
"
                At the North Pole, a well-meaning but error-prone elf learns that Santa has a secret time machine built into his sleigh. Later, he must protect the machine from army commandos who want to use it for evil purposes.
            ","NR
                    ",Leon Joosen,Aaron Seelman,Arish Fyzee,Tony Nottage,Ricky Roxburgh,NA,NA,"Oct 13, 2014
                        ","
                            83 minutes
                        ",NA,"
                        STARZ MEDIA LLC.
                    ","
                Pam Ferris
            ","
                Noel Clarke
            ","
                Rebecca Ferdinando
            ","
                Tim Conway
            ","
                Joan Collins
            ","
                Ashley Tisdale
            ","
                                Saving Santa
                            ",2013,No consensus yet.,"
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",17,6,40,410,134738,4,2,1,3.04,61,90,188,https://www.rottentomatoes.com/m/saving_santa
"
                Rise of the Guardians is an epic adventure that tells the story of a group of heroes - each with extraordinary abilities. When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world. -- (C) Official Site
            ","PG (for thematic elements and some mildly scary action)
                    ",William Joyce,Peter Ramsey,Peter A. Ramsey,David Lindsay-Abaire,NA,NA,NA,"Nov 21, 2012
                        ","Mar 12, 2013
                        ","
                            97 minutes
                        ","
                        Paramount Studios
                    ","
                Alec Baldwin
            ","
                Jude Law
            ","
                Hugh Jackman
            ","
                Isla Fisher
            ","
                Chris Pine
            ","
                Dakota Goyo
            ","
                                Rise of the Guardians
                            ",2012,"A sort of Avengers for the elementary school set, Rise of the Guardians is wonderfully animated and briskly paced, but it's only so-so in the storytelling department.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",74,159,80,124,142361,6.55,5.72,38,4.02,33186,8125,75507,https://www.rottentomatoes.com/m/rise_of_the_guardians_2012
"
                After his adventures with the mummies of Guanajuato and of being in the middle of the independence war, Leo San Juan is taken prisoner when he gets mistaken for an insurgent rebel by the royalist army soldiers while on his way back to Puebla. While locked in an old abandoned convent among other rebels, a frightening winged monster appears next to them: El Chupacabras, who attacks prisoners and guards alike. Abandoned to their fate, Leo and the rebels must fight the monster and escape before the royalists blow up the convent. As he struggles to survive he will discover the secret behind El Chupacabras and will have to make the most difficult decision of his life.
            ","PG (for action/scary images and brief smoking)
                    ",Alberto Rodrguez,NA,NA,Alberto Rodrguez,Acn Coen,NA,NA,"Oct 14, 2016
                        ","Mar 7, 2017
                        ","
                            81 minutes
                        ","
                        Anima Estudios
                    ","
                Benny Mendoza
            ","
                Eduardo Ramirez Espana
            ","
                Mayt Cordero
            ","
                Laura Gonzlez
            ","
                Laura Gonzalez Fernandez
            ","
                Emilio Trevino
            ",La Leyenda del Chupacabras,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Horror, 
                        
                        Kids & Family
                        
                    ",NA,NA,NA,NA,135915,4.87,0,0,",""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":0,""ratingsStartDate"":""""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":false,""isReleased"":true,""releaseDate"":""Oct 14, 2016"",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":8,""topCritics"":""0"",""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":4.87,""freshCount"":2,""numberOfReviews"":8,""rottenCount"":6,""score"":25,""tomatometerState",""":{},""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":0,""ratingsStartDate"":""""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":false,""isReleased"":true,""releaseDate"":""Oct 14, 2016"",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":8,""topCritics"":""0"",""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":4.87,""freshCount"":2,""numberOfReviews"":8,""rottenCount"":6,""score"":25,""tomatometerState""",,0,https://www.rottentomatoes.com/m/la_leyenda_del_chupacabras
"
                A tale about a trumpet swan named Louie who receives a voice only after his father risks all to steal a trumpet for him. Developing a valuable relationship with Sam, a young boy who becomes his friend and mentor, Louie becomes a famous musician in order to earn enough money to pay back the music store owner for the lost instrument. In the process, he also wins the heart of the lovely Serena and, in the end, the two trumpeter swans live happily ever after.
            ","G
                    ",Terry Noss,Richard Rich,Terry L. Noss,Judy Rothman Rofe,NA,NA,NA,"May 11, 2001
                        ","Jul 31, 2001
                        ","
                            75 minutes
                        ","
                        Columbia Pictures
                    ","
                Jason Alexander
            ","
                Mary Steenburgen
            ","
                Reese Witherspoon
            ","
                Seth Green
            ","
                Carol Burnett
            ","
                Joe Mantegna
            ","
                                The Trumpet of the Swan
                            ",2001,An uninspired E.B. White adaptation that's targeted at the very young.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Kids & Family
                        
                    ",15,41,36,3,136302,3.48,3.15,16,2.82,42,77,292,https://www.rottentomatoes.com/m/trumpet_of_the_swan
"
                The Prophet, by celebrated Lebanese author Kahlil Gibran, is among the most popular volumes of poetry ever written, selling over 100 million copies in forty languages since its publication in 1923. Gibran's timeless verses have been given enchanting new form in this painterly cinematic adventure about freedom and the power of human expression. This breathtaking animated feature, produced and spearheaded by Salma Hayek, was an official selection at Cannes and made its North American premiere at Toronto International Film Festival. Written and directed by Roger Allers (The Lion King), the film intersperses Gibran's elegant poetry within stunning animated sequences by filmmakers Tomm Moore (The Secret of Kells, Song of the Sea), Nina Paley (Sita Sings the Blues), Bill Plympton (Guide Dog), and a host of award-winning animators from around the world. Set in a Mediterranean sea-side village, Kamila (Salma Hayek) cleans house for exiled artist and poet Mustafa (Liam Neeson), but the more difficult job is keeping her free-spirited young daughter, Almitra, (Quvenzhan Wallis) out of trouble. The three embark on a journey meant to end with Mustafa's return home - but first they must evade the authorities who fear that the truth in his words will incite rebellion. Featuring music from Damien Rice, Glen Hansard and Yo-Yo Ma. (C) GKIDS
            ","PG (for thematic elements including some vioelnce and sensual images)
                    ",Tomm Moore,Bill Plympton,Gatan Brizzi,Roger Allers,NA,NA,NA,"Aug 7, 2015
                        ","Feb 2, 2016
                        ","
                            86 minutes
                        ","
                        GKIDS
                    ","
                Liam Neeson
            ","
                Quvenzhane Wallis
            ","
                Alfred Molina
            ","
                John Krasinski
            ","
                Salma Hayek
            ","
                Frank Langella
            ","
                                Kahlil Gibran's The Prophet
                            ",2015,"Kahlil Gibran's the Prophet is a thrillingly lovely adaptation of the classic text, albeit one that doesn't quite capture the magic of its source material.","
                        
                        Animation
                        
                    ",65,72,75,2,138659,6.56,6.22,17,3.85,185,60,1679,https://www.rottentomatoes.com/m/the_prophet_2014
"
                Belle and the other characters from Disney's Beauty and the Beast return in this three-part story. Belle and the Beast learn a lesson about how to forgive and forget in ""The Perfect Word""; a romantic evening takes a wrong turn -- down a step hill -- in ""Fifi's Folly""; and the Beast gives a pet bird its freedom in ""Broken Wing."" ~ Mark Deming, Rovi
            ","G
                    ",Bob Kline,Cullen Blaine,NA,Richard Cray,NA,NA,NA,"Feb 17, 1998
                        ","Feb 1, 2005
                        ","
                            92 minutes
                        ","
                        Walt Disney Pictures
                    ","
                Robby Benson
            ","
                Paige O'Hara
            ","
                Jerry Orbach
            ","
                David Ogden Stiers
            ","
                Jeff Bennett
            ","
                Jim Cummings
            ","
                                Belle's Magical World
                            ",1998,No consensus yet.,"
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",17,6,73,71,135800,3.08,0,0,3.9,923,349,5599,https://www.rottentomatoes.com/m/belles_magical_world
"
                When California girl Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches tall. The military jumps into action and Susan is captured and secreted away to a covert government compound. There, she is renamed Ginormica and placed in confinement with a ragtag group of Monsters: the brilliant but insect-headed Dr. Cockroach, Ph.D.; the macho half-ape, half-fish The Missing Link; the gelatinous and indestructible B.O.B.; and the 350-foot grub called Insectosaurus. Their confinement is cut short, however, when a mysterious alien robot lands on Earth and begins storming the country. In a moment of desperation, the President is persuaded to enlist the motley crew of Monsters to combat the Alien Robot and save the world from imminent destruction.
            ","PG (for sci-fi action, some crude humor and mild language)
                    ",Robert Porter,NA,NA,NA,NA,NA,NA,"Mar 27, 2009
                        ","Sep 29, 2009
                        ","
                            94 minutes
                        ","
                        Paramount/Dreamworks Animation
                    ","
                Seth Rogen
            ","
                James Horan
            ","
                David Kaye
            ","
                Julie White
            ","
                Kiefer Sutherland
            ","
                Jeffrey Tambor
            ",Monsters vs. Aliens,NA,"Though it doesn't approach the depth of the best animated films, Monsters Vs. Aliens has enough humor and special effects to entertain moviegoers of all ages.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",73,216,59,590,142380,6.47,6.08,53,3.46,21088,14729,240081,https://www.rottentomatoes.com/m/monsters_vs_aliens
"
                Woody, a traditional pull-string talking cowboy, has long enjoyed a place of honor as the favorite among six-year-old Andy's menagerie of toys. Quick to calm their anxieties about being replaced by newer arrivals, Woody finds his own confidence shaken, and his status as top toy in jeopardy, upon the arrival of Buzz Lightyear, simply the coolest space action figure ever made. Woody plots to get rid of Buzz, but things backfire and he finds himself lost in the outside world with Buzz as his only companion. Joining forces to find their way home, the two rivals set out on an adventure that lands them in the clutches of Sid, a sadistic neighborhood kid who is notorious for dismembering and reassembling ""mutant"" toys in his bedroom. As ""guests"" of Sid and his dog, Scud, the two fugitive toys forge a genuine friendship and learn that only through mutual trust and respect do they have any chance of survival.
            ","G
                    ",John Lasseter,NA,NA,Joss Whedon,Andrew Stanton,Joel Cohen,Alec Sokolow,"Nov 22, 1995
                        ","Mar 20, 2001
                        ","
                            80 minutes
                        ","
                        Buena Vista
                    ","
                Tom Hanks
            ","
                Tim Allen
            ","
                Don Rickles
            ","
                Jim Varney
            ","
                Wallace Shawn
            ","
                John Ratzenberger
            ",Toy Story,NA,"Entertaining as it is innovative, Toy Story reinvigorated animation while heralding the arrival of Pixar as a family-friendly force to be reckoned with.","
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",100,89,92,1,141978,9.01,8.77,28,3.75,74823,6454,18923,https://www.rottentomatoes.com/m/toy_story
