description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Out of nowhere, Katja's life falls apart when her husband Nuri and little son Rocco are killed in a bomb attack. Her friends and family try to give her the support she needs, and Katja somehow manages to make it through the funeral. But the mind numbing search for the perpetrators and reasons behind the senseless killing complicate Katja's painful mourning, opening wounds and doubts. Danilo, a lawyer and Nuri's best friend, represents Katja in the eventual trial against the two suspects: a young couple from the neo-Nazi scene. The trial pushes Katja to the edge, but there's simply no alternative for her: she wants justice.
            ","R (for some disturbing images, drug use, and language including sexual references)
                    ",Fatih Akin,NA,NA,Fatih Akin,Hark Bohm,NA,NA,"Dec 27, 2017
                        ","Apr 17, 2018
                        ","
                            106 minutes
                        ","
                        Magnolia Pictures
                    ","
                Diane Kruger
            ","
                Denis Moschitto
            ","
                Johannes Krisch
            ","
                Ulrich Tukur
            ","
                Samia Chancrin
            ","
                Numan Acar
            ",In the Fade (Aus dem Nichts),NA,In the Fade proves Diane Kruger is more than up to the task of carrying a movie -- even if the end result doesn't quite live up to her remarkable work.,"
                        
                        Art House & International, 
                        
                        Drama
                        
                    ",77,148,70,901,136948.0,6.77,6.7,33,3.52,257,108,628,https://www.rottentomatoes.com/m/in_the_fade
"
                Two soldiers hide out in the woods from the invading army. They find a gold bar hidden in a tree, and the mood changes from brutality to humor.
            ","NR
                    ",Akira Kurosawa,NA,NA,Hideo Oguni,Shinobu Hashimoto,Akira Kurosawa,Ryuzo Kikushima,"Jan 1, 1958
                        ","Jun 28, 2010
                        ","
                            139 minutes
                        ","
                        Media Home Entertainment
                    ","
                Toshiro Mifune
            ","
                Misa Uehara
            ","
                Minoru Chiaki
            ","
                Kamatari Fujiwara
            ","
                Susumu Fujita
            ","
                Takashi Shimura
            ",The Hidden Fortress (kakushi-toride No San-akunin),NA,"A feudal adventure told from an eccentric perspective, The Hidden Fortress is among Akira Kurosawa's most purely enjoyable epics.","
                        
                        Action & Adventure, 
                        
                        Art House & International, 
                        
                        Classics, 
                        
                        Drama
                        
                    ",97,31,93,17,132699.0,8.55,8.67,4,4.26,2906,229,2934,https://www.rottentomatoes.com/m/1009583-hidden_fortress
"
                Nightwatch director Ole Bornedal returns to quicken the pulse of thriller fans with this genre-bending tale of a crime scene photographer and family man who is violently shaken out of his suburban malaise following a fateful car accident. Jonas makes his living by capturing gruesome crime scenes in all of their lurid detail, yet lately the beleaguered shutterbug has grown increasingly despondent in both his career and his personal life. One day, while driving through the city, Jonas is involved in a car accident with a young woman named Julia. Unconscious due to the impact of the crash, Julia is rushed to the hospital. Later, a concerned Jonas makes a special trip to check in on Julia, and finds her comatose in her hospital bed and surrounded by loved ones. Having never actually met her boyfriend Sebastian, Julia's family immediately assumes that Jonas is the man they've all heard so much about as of late. While Jonas is all too willing to step into the role for the time being, his ruse grows complicated when Julia awakens with amnesia, and the real Sebastian begins to grow curious about the intruder that has stolen his identity. ~ Jason Buchanan, Rovi
            ","R
                    ",Ole Bornedal,NA,NA,Ole Bornedal,NA,NA,NA,"Aug 24, 2007
                        ","May 5, 2009
                        ","
                            104 minutes
                        ","
                        Revolver Entertainment
                    ","
                Rebecka Hemse
            ","
                Anders W. Berthelsen
            ","
                Nikolaj Lie Kaas
            ","
                Charlotte Fich
            ","
                Dejan Cukic
            ","
                Ewa Frling
            ",Krlighed p Film (Just Another Love Story),NA,"An intense foreign language noir, Just Another Love Story uses some generic methods to tell its tale of mistaken identity but is sharply entertaining nonetheless.","
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",74,46,82,1,132240.0,6.13,5.89,20,3.81,316,67,232,https://www.rottentomatoes.com/m/just-another-love-story-kaerlighed-pa-film
"
                This supernatural horror film from Kim Jee-woon is inspired by the ancient Korean folktale ""Jangha and Hongryun."" Set in an isolated lakeside house, it begins with two young girls, Su-mi (Im Su-jung) and Su-yeon (Mun Geun-yeong), returning home after a period of hospitalization following the death of their mother. In the meantime, their father Mu-Hyun (Kim Gab-su) has married Eun-joo (Yeom Jeong-ah), whom the girls obviously despise. Strange, violent visions begin to disturb Su-mi and she becomes convinced that Eun-joo is keeping a dark secret from the family. The American remake rights to A Tale of Two Sisters were sold to Dreamworks SKG in 2003.
            ","R (for some violence and disturbing images)
                    ",Kim Jee-woon,NA,NA,Kim Jee-woon,NA,NA,NA,"Jun 13, 2003
                        ","Mar 29, 2005
                        ","
                            114 minutes
                        ","
                        Tartan Films
                    ","
                Su-jeong Lim
            ","
                Kab-su Kim
            ","
                Lim Su-jung
            ","
                Jeong-Ah Yeom
            ","
                Jeong-a Yeom
            ","
                Kim Gab-su
            ","
                                A Tale of Two Sisters
                            ",2003,"Restrained but disturbing, A Tale of Two Sisters is a creepily effective, if at times confusing, horror movie.","
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",85,60,83,33,137380.0,7.1,6.86,21,3.99,4977,1034,5141,https://www.rottentomatoes.com/m/a_tale_of_two_sisters
"
                Black Orpheus (Orfeu Negro) is literally what its title suggests: a retelling of the ""Orpheus and Eurydice"" legend enacted by black performers. This time the setting is the annual Carnival in Rio de Janeiro. Orpheus (Breno Mello) is a streetcar conductor; Eurydice (Marpessa Dawn) has just jilted her lover and is attempting to escape his wrath. Orpheus himself falls in love with Eurydice, whereupon her ex-lover, disguised as the Angel of Death shows up and kills Eurydice. To reclaim his lost love, Orpheus enters ""Hell"" (the Rio morgue) and uses supernatural methods to revive the dead girl. A multi-award winner on the international film scene, Black Orpheus features a samba musical score by Luiz Bonfa and Antonio Carlos Jobim.
            ","PG
                    ",Marcel Camus,NA,NA,Vinicius de Moraes,Marcel Camus,Jacques Viot,NA,"Dec 21, 1959
                        ","Jun 8, 1999
                        ","
                            120 minutes
                        ","
                        GAGA Communications
                    ","
                Adhemar Feirrera Da Silva
            ","
                Alexandro Constantino
            ","
                Waldetar De Souza
            ","
                Jorge Dos Santos
            ","
                Aurino Cassiano
            ","
                Marcel Camus
            ",Black Orpheus (Orfeu Negro),NA,"Colorful, atmospheric, and infections, Black Orpheus takes an ancient tale and makes it fresh anew, thanks in part to its bewitching bossa nova soundtrack.","
                        
                        Art House & International, 
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Musical & Performing Arts, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",89,38,87,6,132722.0,7.82,7.29,14,4.13,930,141,993,https://www.rottentomatoes.com/m/black_orpheus
"
                A man on the brink of suicide regains the will to live under decidedly unusual circumstances in this drama from Mexico. A quietly despondent man (Alejandro Ferretis) leaves behind the city for a journey into a quiet village in the valley, telling anyone who cares to know that once he's settled in, he intends to kill himself. The man takes a room with Ascen (Magdalena Flores), and elderly woman who lost her husband some years ago. Keeping to himself, the man paints, thinks, and prepares himself for death, while Ascen slowly becomes aware of the depth of his depression. As Ascen's nephew attempts to rob her of her share of the family estate, the man feels a desire to live waking inside him again -- as well as the desire for a woman. Improbably, the man turns to Ascen for physical affection, and sensing his need for comfort, she complies, though the seduction lacks a great deal in the way of romance. The first feature film from writer and director Carlos Reygadas, Japon received an enthusiastic response when it was screened as part of the Directors' Fortnight series at the 2002 Cannes Film Festival.
            ","R
                    ",Carlos Reygadas,Carlos Reygadas Barqun,NA,Carlos Reygadas,NA,NA,NA,"Mar 19, 2003
                        ","Oct 12, 2004
                        ","
                            126 minutes
                        ","
                        Mantarraya Producciones
                    ","
                Alejandro Ferretis
            ","
                Alejandro Ferretis Elizondo
            ","
                Magdalena Flores
            ","
                Yolanda Villa
            ","
                Martin Serrano
            ","
                Rolando Hernndez
            ","
                                Japon
                            ",2003,"A slow-moving, visually impressive debut.","
                        
                        Art House & International, 
                        
                        Documentary, 
                        
                        Drama
                        
                    ",81,26,73,1,132480.0,7.42,8,10,3.73,205,76,293,https://www.rottentomatoes.com/m/japon
"
                Hal Hartley directed this French comedy about the Second Coming of Christ. While a gambler and a waitress talk with Satan in a hotel bar, Jesus arrives at JFK airport with Magdalena. Jesus has been sent down to end the world by breaking the Seven Seals on a computer disk.
            ","NR
                    ",Hal Hartley,NA,NA,Hal Hartley,NA,NA,NA,"Oct 10, 1998
                        ","Nov 7, 2000
                        ","
                            63 minutes
                        ","
                        Haut et Court
                    ","
                Martin Donovan
            ","
                P.J. Harvey
            ","
                Thomas Jay Ryan
            ","
                David Simonds
            ","
                Davd Simonds
            ","
                Miho Nikaido
            ","
                                The Book of Life
                            ",1998,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Comedy
                        
                    ",89,9,71,1,132979.0,7.47,0,0,3.67,132,54,200,https://www.rottentomatoes.com/m/book_of_life
"
                On the eve of his third wedding, documentary filmmaker Caveh Zahedi bravely turns the camera on himself to explore his decade-long addiction to sex in an autobiographical tale of personal peccadillo featuring animation from Waking Life artist Bob Sabiston and featuring a rare film appearance by French porn legend Rebecca Lord. His previous marriages destroyed by his obsession with prostitutes and his many intimate relationships sabotaged by his unwavering commitment to the concept of open relationships, Zahedi boldly bares his soul before the camera to offer a comic look at the life of one man who truly can't get enough. ~ Jason Buchanan, Rovi
            ","R
                    ",Caveh Zahedi,NA,NA,Caveh Zahedi,NA,NA,NA,"Apr 12, 2006
                        ","Sep 12, 2006
                        ","
                            99 minutes
                        ","
                        IFC First Take
                    ","
                Caveh Zahedi
            ","
                Rebecca Lord
            ","
                Emily Morse
            ","
                Amanda Henderson
            ","
                Olia Natasha
            ","
                Corinna Chan
            ",I Am A Sex Addict,NA,"I Am a Sex Addict takes a penetrating look at troublesome compulsions, although its unsurprisingly self-indulgent focus may test the limits of some viewers.","
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Documentary, 
                        
                        Drama, 
                        
                        Special Interest
                        
                    ",63,32,57,13,134960.0,6.12,6.36,14,3.34,397,297,3213,https://www.rottentomatoes.com/m/i_am_a_sex_addict
"
                This unusual and offbeat historical drama rests on a little-known conceit. Though seldom discussed in history books (and reportedly undisclosed for half a century), fascist dictator Benito Mussolini conceived an illegitimate son by a woman named Ida Dalser -- a son Mussolini allowed to be born, acknowledged, and then promptly denied for the duration of his life. The tale begins in early 20th century Milan, with Benito (Fabrizio Costella) working as the socialist editor of a controversial newspaper called Avanti. His dream in life involves triumphantly leading the Italian masses away from monarchy and toward a ""socially emancipated future."" He met the young and wealthy Ida (Giovanna Mezzogiorno) once before, in Trento -- where they enjoyed a brief exchange; they re-encounter one another during Mussolini's period at Avanti and it becomes clear that Ida has fallen deeply in love with Benito. She believes wholeheartedly in his ideals and his future as the leader of Italy -- to such an extent that she sells everything she has (her apartment, furniture, jewelry, and the beauty salon she owns) to fuel the development of his newspaper, Il Popolo d'Italia.While the two become romantically entangled, with Ida positively magnetized by Benito's charisma and Benito hooked on a lust for power, Benito quickly switches spiritual and political allegiances overnight, changing from an atheistic socialist to a deeply Catholic fascist -- Catholic, because an allegiance with the Vatican will enable him to wrest and retain control over Italy's government. Benito and Ida marry and parent a son together, Benito Albino Mussolini (circa 1915), but the marriage certificate soon conveniently disappears and Ida learns, to her horror, that Benito has married someone else. She unwisely begins to protest the situation -- so loudly and persistently that she's first forced into house arrest and then shoved permanently into an insane asylum -- raising key questions about the fate and future of her young son. On a stylistic level, director Marco Bellocchio films this historical material with the passion, theatricality, lyricism, and tragedy of a classical Italian opera. ~ Nathan Southern, Rovi
            ","NR
                    ",Marco Bellocchio,NA,NA,Marco Bellocchio,Daniela Ceselli,NA,NA,"Mar 19, 2010
                        ","Jul 27, 2010
                        ","
                            128 minutes
                        ","
                        IFC Films
                    ","
                Giovanna Mezzogiorno
            ","
                Fabrizio Costella
            ","
                Filippo Timi
            ","
                Fausto Russo Alesi
            ","
                Michela Cescon
            ","
                Corrado Invernizzi
            ","
                                Vincere
                            ",2010,"Part political treatise, part melodrama, Marco Bellocchio's Mussolini biopic forsakes historical details in favor of absorbing emotion -- and provides a showcase for a stunning performance from Giovanna Mezzogiorno.","
                        
                        Art House & International, 
                        
                        Drama
                        
                    ",92,91,68,11,139054.0,7.58,7.82,32,3.54,454,216,2241,https://www.rottentomatoes.com/m/vincere
"
                Celebrated British-born actress Rachel Ward (The Thorn Birds, Against All Odds) makes her feature directorial debut with this unique and occasionally provocative drama, featuring longtime husband Bryan Brown and produced in Brown's native Australia. A loose adaptation of the 1982 novel by Newton Thornburg (Cutter's Way), it transposes the events of that roman from Chicago to an Australian farm. Ben Mendelsohn stars as Ned Kendall, a fortyish author who takes his young, slightly uncouth girlfriend, Toni (Maeve Dermody) along to visit his dying father, Bruce (Brown) a failed politician and farmer now cared for by daughter Sally (Rachel Griffiths) on the clan's Aussie property. The relationship between Ned and Bruce remains supremely dysfunctional, as father constantly berates and pushes his son; the focal points of their conflicts spring from the teenage death of Ned's twin sister Kate (Sophie Lowe) and the suicide of his older brother Cliff (Josh McFarlane). After Toni and Sally each storm out of the home in a nasty huff, director Ward intercuts two parallel narratives: the circumstances (including Kate's insatiable sexual curiosity during adolescence) that once led to the family's two tragic losses, and, in a contemporary framework, the delicate steps that Bruce and Ned begin to take toward reconciliation, in the period immediately preceding Bruce's death. ~ Nathan Southern, Rovi
            ","R (for strong sexual content and nudity, language and some violent images)
                    ",Rachel Ward,NA,NA,NA,NA,NA,NA,"Nov 7, 2009
                        ","Dec 21, 2010
                        ","
                            90 minutes
                        ","
                        Roadshow Films
                    ","
                Bryan Brown
            ","
                Rachel Griffiths
            ","
                Ben Mendelsohn
            ","
                Maeve Dermody
            ","
                Sophie Lowe
            ",NA,"
                                Beautiful Kate
                            ",2009,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",84,31,64,12,140539.0,6.83,7.8,5,3.52,261,149,2072,https://www.rottentomatoes.com/m/beautiful_kate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0,,,,,,,,https://www.rottentomatoes.com/m/jandek-on-corwood
