description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Spot the Dog is so curious about the world that he has taught himself how to talk and read, and then sneaks to school with his master, Leonard, where he poses as a human.
            ","PG (for some mildly crude humor)
                    ",Timothy Bjrklund,NA,NA,Bill Steinkellner,Cheri Eichen,NA,NA,"Jan 16, 2004
                        ","Jun 15, 2004
                        ","
                            73 minutes
                        ","
                        Buena Vista Pictures
                    ","
                Nathan Lane
            ","
                Kelsey Grammer
            ","
                Shaun Flemming
            ","
                Shaun Fleming
            ","
                Debra Jo Rupp
            ","
                David Ogden Stiers
            ",Teacher's Pet,NA,"Despite its short running time, Teacher's Pet is a witty and irreverent family film.","
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family, 
                        
                        Musical & Performing Arts, 
                        
                        Television
                        
                    ",76,74,48,1,139168,6.52,6.66,25,3.15,129,139,159,https://www.rottentomatoes.com/m/teachers_pet_2004
"
                On the surface, Marissa Cortez Wilson (Jessica Alba) has it all...married to a famous spy hunting television reporter, a new baby and intelligent twin step kids. But in reality, trying to mother Rebecca (Rowan Blanchard) and Cecil (Mason Cook), who clearly don't want her around, is her toughest challenge yet. Also, her husband, Wilbur (Joel McHale), wouldn't know a spy if he lived with one which is exactly the case - Marissa's a retired secret agent. Marissa's world is turned upside down when the maniacal Timekeeper (Jeremy Piven) threatens to take over the planet and she's called back into action by the head of OSS, home of the greatest spies and where the now-defunct Spy Kids division was created. With a little help from a couple of very familiar Spy Kids, Carmen (Alexa Vega) and Juni Cortez (Daryl Sabara), they just may be able to save the world and possibly bring their family together while they're at it. -- (C) Weinstein
            ","PG (for mild action and rude humor)
                    ",NA,NA,NA,NA,NA,NA,NA,"Aug 19, 2011
                        ","Nov 22, 2011
                        ","
                            89 minutes
                        ","
                        Weinstein Company
                    ",NA,NA,NA,NA,NA,NA,"
                                Spy Kids: All the Time in the World in 4D
                            ",2011,"Burdened by a rote plot and unfunny scatological humor, All the Time in the World suggests that the Spy Kids franchise has run its course.","
                        
                        Action & Adventure, 
                        
                        Comedy, 
                        
                        Kids & Family, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",22,59,37,30,141879,3.88,3.3,19,2.79,1528,2609,9844,https://www.rottentomatoes.com/m/spy_kids_all_the_time_in_the_world_in_4d
"
                Anything can happen on Nim's Island, a magical place ruled by a young girl's imagination. It is an existence that mirrors that of her favorite literary character, Alex Rover--the world's greatest adventurer. But Alexandra, the author of the Rover books, leads a reclusive life in the big city. When Nim's father goes missing from their island, a twist of fate brings her together with Alexandra. Now, they must draw courage from their fictional hero, Alex Rover, and find strength in one another to conquer Nim's Island.
            ","PG (for mild adventure action and brief language)
                    ",Jennifer Flackett,Mark Levin,NA,Mark Levin,Jennifer Flackett,Paula Mazur,Joseph Kwong,"Apr 4, 2008
                        ","Aug 5, 2008
                        ","
                            94 minutes
                        ","
                        Fox Walden
                    ","
                Abigail Breslin
            ","
                Jodie Foster
            ","
                Gerard Butler
            ","
                Maddison Joyce
            ","
                Michael Carman
            ","
                Mark Brady
            ","
                                Nim's Island
                            ",2008,"Despite good intentions, Nim's Island flounders under an implausible storyline, simplistic stock characters, and distracting product placement.","
                        
                        Action & Adventure, 
                        
                        Kids & Family
                        
                    ",51,104,46,181,141048,5.72,5.95,29,3.19,4050,4782,51742,https://www.rottentomatoes.com/m/nims_island
"
                John G. Avildsen rehashes his shopworn formula for another go-round in The Karate Kid Part III. Going against the wishes of his mentor, Mr. Miyagi (Noriyuki ""Pat"" Morita), Daniel (Ralph Macchio) will defend his karate title in an All-Valley Championship match arranged by his nemesis Kreese (Martin Kove), whose karate studio folded after his star student lost the championship to Daniel. Kreese's friend, Vietnam veteran and toxic waste dumper Terry (Thomas Ian Griffith), agrees to help his old pal regain the championship trophy. Daniel's rival Mike Barnes (Sean Kanan) is known as ""the bad boy of karate,"" and Daniel feels he requires more training to vanquish him. But Mr. Miyagi refuses to help Daniel train for the tournament: ""Karate to defend life and honor means something. To defend a plastic trophy means nothing."" As a result, Daniel navely falls into the clutches of Terry, who takes him on as a karate student. But after Daniel finds himself trapped at the bottom of a cliff and Daniel's girlfriend, Jessica (Robyn Lively), has her life threatened, Mr. Miyagi realizes the bad guys have gone too far and agrees to coach Daniel for the tournament. ~ Paul Brenner, Rovi
            ","PG
                    ",John G. Avildsen,NA,NA,Alan Ormsby,Robert Mark Kamen,NA,NA,"Jun 30, 1989
                        ","Jul 10, 2001
                        ","
                            112 minutes
                        ","
                        Sony Pictures Entertainment
                    ","
                Ralph Macchio
            ","
                Noriyuki 'Pat' Morita
            ","
                Robyn Lively
            ","
                Thomas Ian Griffith
            ","
                Martin Kove
            ","
                Sean Kanan
            ","
                                The Karate Kid, Part III
                            ",1989,"Inspiration is in short supply in this third Karate Kid film, which recycles the basic narrative from its predecessors but adds scenery-chewing performances and a surprising amount of violence.","
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Kids & Family
                        
                    ",15,33,35,58,135501,3.97,4.06,9,2.89,1379,2603,2867,https://www.rottentomatoes.com/m/the_karate_kid_part_iii
"
                John Hughes continues the trend he began with the Home Alone series in Dennis the Menace, the Hughes-scripted film version of Hank Ketcham's long-running comic strip, cartoon show, and television comedy. The film opens as Dennis (Mason Gamble) is seen careening down a sidewalk in a beautiful and idealistic suburban town on his training-wheeled bike -- cans on string clattering behind him, baseball cards flapping in the spokes of the wheel, his red wagon filled to the brim and his dog following him. ""Hey! Mister Wilson!"" he screams and slams his bike to a halt in front of his much put-upon neighbor, Mr. Wilson (Walter Matthau). Half of the film concerns vignettes of small-town Hank Ketcham life as Dennis' mom Alice (Lea Thompson) starts a new job, Dennis stays over at his friend Margaret's (Amy Sakasitz) house, and Mr. Wilson and his gentle, well-meaning wife, Martha (Joan Plowright), mind Dennis during the night of a big garden party. Through all this, Dennis continually gets into Mr. Wilson's hair. But then the Home Alone plot kicks in -- with an unsubtle dose of O. Henry -- when Switchblade Sam (Christopher Lloyd) makes an appearance. Switchblade Sam is a homeless drifter who combs the neighborhood stealing purses and small home items. But when Switchblade Sam steals Mr. Wilson's collection of gold coins, Dennis comes to the rescue and inflicts Dennis the Menace-type tortures upon the thief in order to reclaim the coins for Mr. Wilson. ~ Paul Brenner, Rovi
            ","PG (For comedic mischief)
                    ",Nick Castle Jr.,NA,NA,John Hughes,Nick Castle,NA,NA,"Jun 25, 1993
                        ","Jan 28, 2003
                        ","
                            94 minutes
                        ","
                        Warner Home Video
                    ","
                Walter Matthau
            ","
                Mason Gamble
            ","
                Joan Plowright
            ","
                Christopher Lloyd
            ","
                Lea Thompson
            ","
                Robert Stanton
            ","
                                Dennis the Menace
                            ",1993,"Walter Matthau does a nice job as Mr. Wilson, but Dennis the Menace follows the Home Alone formula far too closely.","
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",27,26,38,256,135886,3.89,5.24,9,2.94,1561,2544,4991,https://www.rottentomatoes.com/m/dennis_the_menace
"
                Director Mina Shum re-teams with the lead actress behind her breakthrough debut film Double Happiness in this magic-realist romantic comedy. Long Life, Happiness and Prosperity stars Sandra Oh as Kin Ho, a lonely single mom living in Vancouver with her impish 12-year-old daughter, Mindy (Valerie Tian). Mindy stumbles across a corner magic store while traipsing through Chinatown one day, and begins to believe that spells and potions are the perfect means for improving her mother's life. Her purchases not achieving the desired results, Mindy resorts to more serious schemes, courtesy of a fortune teller. After a few botched efforts -- which result in good fortune for a neighborhood butcher and terrible luck for a security guard -- Mindy sets herself to the task of finding her mother a mate in the form of Alvin (Russell Yuen), a co-worker of Kin's who has long admired her from afar. Long Life, Happiness and Prosperity premiered at the 2002 Toronto Film Festival.
            ","NR
                    ",Mina Shum,NA,NA,Mina Shum,Dennis Foon,NA,NA,"Feb 20, 2004
                        ","May 9, 2006
                        ","
                            91 minutes
                        ","
                        Film Movement
                    ","
                Valerie Tian
            ","
                Sandra Oh
            ","
                Russell Yuen
            ","
                Tsai Chin
            ","
                Ric Young
            ","
                Chang Tseng
            ","
                                Long Life, Happiness & Prosperity
                            ",2004,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Kids & Family, 
                        
                        Romance
                        
                    ",29,7,62,677,134129,5.29,6,2,3.56,69,42,74,https://www.rottentomatoes.com/m/long_life_happiness_and_prosperity
"
                Having recently been involved in a disastrous string of relationships with white women, a hip black comic book artist must confront his own fear of commitment after vowing to exclusively date women of his own race. Jay is a hip black comic book artist whose experiences dating white women have left him wanting more. Realizing that he's in desperate need of some serious change, Jay launches ""Operation Brown Sugar,"" and subsequently begins dating a beautiful ""Halfrican-Canadian"" writer. Now that race doesn't factor into Jay's dating habits anymore he feels like he may have found the love of his life. But while he may not have to worry about ending up with the wrong girl, Jay is about to discover that he may be in danger of letting the right one slip through his grasp. ~ Jason Buchanan, Rovi
            ","R (for language, including some sexual references)
                    ",Jennifer Sharp,NA,NA,Courtney Lilly,NA,NA,NA,"Sep 8, 2007
                        ","Aug 12, 2008
                        ","
                            90 minutes
                        ","
                        Image Entertainment
                    ","
                Anthony Montgomery
            ","
                Ryan Alosio
            ","
                Lia Johnson
            ","
                Lamman Rucker
            ","
                Kellee Stewart
            ",NA,I'm Through with White Girls (The Inevitable Undoing of Jay Brooks),NA,No consensus yet.,"
                        
                        Comedy, 
                        
                        Kids & Family, 
                        
                        Romance
                        
                    ",60,5,63,719,140814,6.62,5,2,3.46,83,49,67,https://www.rottentomatoes.com/m/im_through_with_white_girls
"
                The fifth film version of the classic 19th century children's tale by Ouida (aka Marie-Louise de la Rame), A Dog of Flanders tells the story of young Nello (Jesse James), a boy growing up with his grandfather Jehan (Jack Warden) after the death of his parents. Although Jehan has little in the way of material wealth, he loves his grandson and tries to encourage him in his pursuits; Nello also has the support of his best friend Aloise (Madyline Sweeten) and the love of his faithful dog, Patrasche. Following in the footsteps of his late mother, Nello has an interest in art and has taken up drawing. His work catches the eye of Michel La Grande (Jon Voight), a famous artist who lives in town and offers Nello encouragement. However, as he grows older, the friendship between Nello (now played by Jeremy James Kissner) and Aloise (now played by Farren Monet) is jeopardized because her family feels that a lower-class boy like Nello is not a fit companion for a respectable girl like their daughter. Hoping to earn money and advance his career as an artist, Nello enters a competition for painters on the advice and coaching of La Grande. However, the prize goes to a less skilled but more socially prominent art student. Discouraged, Nello and Patrasche leave home for a journey that will teach them and those around them an important lesson about friendship. A Dog of Flanders represents a change of pace for director Kevin Brodie, whose previous credits include the college comedy Delta Pi and the thriller Treacherous.
            ","PG (adult situations)
                    ",Kevin Brodie,NA,NA,Kevin Brodie,Robert Singer,NA,NA,"Aug 7, 1999
                        ","May 6, 2003
                        ","
                            100 minutes
                        ","
                        Warner Home Video
                    ","
                Jon Voight
            ","
                Jack Warden
            ","
                Jeremy James Kissner
            ","
                Jesse James
            ","
                Cheryl Ladd
            ","
                Steven Hartley
            ","
                                A Dog of Flanders
                            ",1999,"Bleak tale, terrible acting.","
                        
                        Drama, 
                        
                        Kids & Family
                        
                    ",21,24,63,822,132529,4.67,5.08,3,3.46,51,30,117,https://www.rottentomatoes.com/m/1094164-dog_of_flanders
"
                When a small boy is mythically delivered to a remote Polynesian island and named Tama, he's received with equal amounts of joy and fear -- the former from the island tribe's chief, the latter from the chief's wife, who notes that the new boy is taking favored status away from their own, biological son. Thus, Tama is ostracized and cast away from his beloved adoptive island, but makes it his goal in life to return to reclaim his true childhood love, Mahana. The Legend of Johnny Lingo was brought to the screen in part by producer John Garbett.
            ","G
                    ",Steven Ramirez,NA,NA,Riwia Brown,John Garbett,NA,NA,"Aug 29, 2003
                        ","May 11, 2004
                        ","
                            91 minutes
                        ","
                        Number 8 Production LLC
                    ","
                Joe Falou
            ","
                Rawiri Paratene
            ","
                Kayte Ferguson
            ","
                Alvin Fitisemanu
            ","
                Hori Ahipene
            ","
                Sima Urale
            ",The Legend of Johnny Lingo,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Kids & Family
                        
                    ",13,15,71,1,132096,4.58,5.67,3,3.82,94,39,120,https://www.rottentomatoes.com/m/legend_of_johnny_lingo
"
                The best-selling series of subversive children's books from author Lemony Snicket (aka Daniel Handler) come to the screen in this black comedy for the whole family (and how often do you get to see one of those?). The Baudelaire siblings -- gadget freak Violet (Emily Browning), bookworm Klaus (Liam Aiken), and baby Sunny (Kara Hoffman and Shelby Hoffman) -- were living a fairy-tale existence with their parents until they died in a fire that destroyed the family home. With few close relatives and a large fortune the children won't inherit until they reach adulthood, the Baudelaire children are left in the care of the peculiar Count Olaf (Jim Carrey), an out-of-work actor who would love nothing more than to get his hands on the kids' money. It doesn't take long for the children to figure out that Count Olaf is up to no good, and they try to steer clear of his various murderous schemes with the help of wildly paranoid Aunt Josephine (Meryl Streep) and snake-fancying Uncle Monty (Billy Connolly). Lemony Snicket's A Series of Unfortunate Events also features Catherine O'Hara, Timothy Spall, Cedric the Entertainer, and Luis Guzman; Jude Law narrates in the guise of author Snicket. ~ Mark Deming, Rovi
            ","PG (for thematic elements, scary situations and brief language)
                    ",Brad Silberling,NA,NA,Robert Gordon,Daniel Handler,Brad Silberling,NA,"Dec 17, 2004
                        ","Apr 26, 2005
                        ","
                            107 minutes
                        ","
                        Paramount Pictures
                    ","
                Jim Carrey
            ","
                Meryl Streep
            ","
                Emily Browning
            ","
                Liam Aiken
            ","
                Kara Hoffman
            ","
                Shelby Hoffman
            ",Lemony Snicket's A Series of Unfortunate Events,NA,"Although it softens the nasty edges of its source material, Lemony Snicket's A Series of Unfortunate Events is a gothic visual treat, and it features a hilariously manic turn from Jim Carrey as the evil Count Olaf.","
                        
                        Action & Adventure, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",72,162,63,485,141538,6.69,6.61,39,3.49,18397,10917,57094,https://www.rottentomatoes.com/m/lemony_snicket
"
                Synopsis: Each night, when Ben falls asleep, his Crayons' magical Crayon Box transports them to COLOR CITY, a world of dazzling hues, soaring fantasy and the whimsy of childhood. When YELLOW is accidentally left behind in Ben's room, she awakens two Unfinished Drawings: KING SCRAWL, a huge monster, and GNAT, Scrawl's sidekick. They follow Yellow to Color City and claim the enchanted Rainbow Waterfall and all of its color for themselves. Soon Color City will fade and our lovable crayon characters will disappear. It's up to Yellow and her pals, BLUE, GREEN, RED, and the twins, BLACK and WHITE, to save the day. Meeting with fantastical creatures and fun adventures along the way, Yellow discovers she has more courage than she knew and learns to believe in herself and to count on the support of her friends. Replete with valuable life lessons, THE HERO OF COLOR CITY will entertain and inspire. (c) Magnolia
            ","G
                    ",Frank Gladstone,NA,NA,Kirsty Peart,Rich Raczelowski,J.P. McCormick,Jess Kedward,"Oct 3, 2014
                        ","Dec 2, 2014
                        ","
                            77 minutes
                        ","
                        Magnolia Pictures
                    ","
                Christina Ricci
            ","
                Rosie Perez
            ","
                Craig Ferguson
            ","
                Wayne Brady
            ","
                Sean Astin
            ","
                Owen Wilson
            ","
                                The Hero of Color City
                            ",2014,No consensus yet.,"
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",29,21,48,326,139343,4.42,5.06,12,3.12,26,28,97,https://www.rottentomatoes.com/m/the-hero-of-color-city
